Geographic Area Name, Total
"Clarkedale city, Arkansas",X
"Clarksville city, Arkansas",2680
"Clinton city, Arkansas",867
"Coal Hill city, Arkansas",302
"Conway city, Arkansas",22672
"Corning city, Arkansas",1211
"Cotter city, Arkansas",452
"Crawfordsville town, Arkansas",151
"Crossett city, Arkansas",1033
"Cushman city, Arkansas",X
"Damascus town, Arkansas",120
"Danville city, Arkansas",275
"Dardanelle city, Arkansas",981
"Decatur city, Arkansas",X
"Delight city, Arkansas",X
"Dennard CDP, Arkansas",X
"Denning town, Arkansas",100
"De Queen city, Arkansas",853
"Dermott city, Arkansas",141
"Des Arc city, Arkansas",541
"Desha CDP, Arkansas",324
"De Valls Bluff city, Arkansas",126
"DeWitt city, Arkansas",887
"Diamond City city, Arkansas",256
"Diaz city, Arkansas",245
"Dierks city, Arkansas",X
"Dover city, Arkansas",487
"Dumas city, Arkansas",370
"Dyer city, Arkansas",267
"East Camden town, Arkansas",133
"East End CDP, Arkansas",2559
"El Dorado city, Arkansas",3271
"Elkins city, Arkansas",1586
"Elm Springs city, Arkansas",1091
"El Paso CDP, Arkansas",X
"England city, Arkansas",478
"Eureka Springs city, Arkansas",915
"Evening Shade city, Arkansas",X
"Fairfield Bay city, Arkansas",990
"Farmington city, Arkansas",3288
"Fayetteville city, Arkansas",41164
"Flippin city, Arkansas",517
"Floyd CDP, Arkansas",175
"Fordyce city, Arkansas",499
"Foreman city, Arkansas",170
"Forrest City city, Arkansas",655
"Fort Smith city, Arkansas",26235
"Fouke city, Arkansas",X
"Fountain Lake town, Arkansas",144
"Fox CDP, Arkansas",108
"Fredonia (Biscoe) town, Arkansas",X
"Garfield town, Arkansas",276
"Gassville city, Arkansas",909
"Gateway town, Arkansas",164
"Genoa CDP, Arkansas",299
"Gentry city, Arkansas",1117
"Gibson CDP, Arkansas",1496
"Gillett city, Arkansas",168
"Glenwood city, Arkansas",514
"Goshen town, Arkansas",1077
"Gosnell city, Arkansas",800
"Grannis city, Arkansas",108
"Gravette city, Arkansas",1458
"Greenbrier city, Arkansas",2448
"Green Forest city, Arkansas",595
"Greenland city, Arkansas",480
"Greenwood city, Arkansas",3961
"Greers Ferry city, Arkansas",291
"Gurdon city, Arkansas",328
"Guy city, Arkansas",284
"Hackett city, Arkansas",300
"Hamburg city, Arkansas",498
"Hampton city, Arkansas",X
"Hardy city, Arkansas",X
"Harrisburg city, Arkansas",921
"Harrison city, Arkansas",5801
"Hartford city, Arkansas",213
"Hartman city, Arkansas",129
"Haskell city, Arkansas",1345
"Hatfield town, Arkansas",102
"Hazen city, Arkansas",544
"Heber Springs city, Arkansas",2779
"Hector town, Arkansas",168
"Helena-West Helena city, Arkansas",738
"Henderson CDP, Arkansas",X
"Higginson town, Arkansas",161
"Highfill town, Arkansas",560
"Highland city, Arkansas",407
"Holiday Island town, Arkansas",1350
"Holland city, Arkansas",X
"Hope city, Arkansas",1106
"Horatio city, Arkansas",230
"Horseshoe Bend city, Arkansas",1101
"Hot Springs city, Arkansas",12271
"Hot Springs Village CDP, Arkansas",9525
"Hoxie city, Arkansas",869
"Hughes city, Arkansas",101
"Huntington city, Arkansas",166
"Huntsville city, Arkansas",827
"Imboden town, Arkansas",273
"Jacksonville city, Arkansas",6310
"Jasper city, Arkansas",243
"Johnson city, Arkansas",1464
"Jonesboro city, Arkansas",23332
"Jones Mills CDP, Arkansas",113
"Judsonia city, Arkansas",511
"Keiser city, Arkansas",183
"Kensett city, Arkansas",334
"Keo town, Arkansas",129
"Kibler city, Arkansas",360
"Kirby CDP, Arkansas",239
"Knoxville town, Arkansas",223
"Lafe town, Arkansas",150
"Lake City city, Arkansas",677
"Lake Hamilton CDP, Arkansas",885
"Lakeview city, Arkansas",395
"Lake Village city, Arkansas",304
"Lamar city, Arkansas",589
"Landmark CDP, Arkansas",1073
"Lavaca city, Arkansas",983
"Lawson CDP, Arkansas",104
"Leachville city, Arkansas",578
"Lead Hill town, Arkansas",108
"Leola town, Arkansas",131
"Lepanto city, Arkansas",618
"Leslie city, Arkansas",137
"Letona town, Arkansas",96
"Lewisville city, Arkansas",143
"Lincoln city, Arkansas",795
"Little Flock city, Arkansas",1319
"Little Rock city, Arkansas",51804
"Lockesburg city, Arkansas",148
"London city, Arkansas",326
"Lonoke city, Arkansas",960
"Lost Bridge Village CDP, Arkansas",X
"Lowell city, Arkansas",3521
"Lynn town, Arkansas",105
"McCrory city, Arkansas",412
"McGehee city, Arkansas",638
"McRae city, Arkansas",X
"Magazine city, Arkansas",294
"Magness town, Arkansas",X
"Magnet Cove CDP, Arkansas",X
"Magnolia city, Arkansas",2079
"Malvern city, Arkansas",3261
"Mammoth Spring city, Arkansas",427
"Manila city, Arkansas",1114
"Mansfield city, Arkansas",339
"Marianna city, Arkansas",214
"Marion city, Arkansas",3778
"Marked Tree city, Arkansas",X
"Marmaduke city, Arkansas",429
"Marshall city, Arkansas",454
"Marvell city, Arkansas",X
"Maumelle city, Arkansas",7928
"Mayflower city, Arkansas",797
"Maynard town, Arkansas",X
"Melbourne city, Arkansas",539
"Mena city, Arkansas",2273
"Midway CDP, Arkansas",441
"Midway town, Arkansas",111
"Mineral Springs city, Arkansas",X
"Monette city, Arkansas",552
"Monticello city, Arkansas",1831
"Morrilton city, Arkansas",2518
"Morrow CDP, Arkansas",97
"Mountainburg city, Arkansas",138
"Mountain Home city, Arkansas",5697
"Mountain Pine city, Arkansas",123
"Mountain View city, Arkansas",1118
"Mount Ida city, Arkansas",268
"Mount Pleasant town, Arkansas",X
"Mulberry city, Arkansas",648
"Murfreesboro city, Arkansas",490
"Nashville city, Arkansas",761
"Natural Steps CDP, Arkansas",161
"Newark city, Arkansas",371
"Newport city, Arkansas",2110
"Norfork city, Arkansas",210
"Norman town, Arkansas",102
"Norphlet city, Arkansas",X
"North Crossett CDP, Arkansas",727
"North Little Rock city, Arkansas",15715
"Oak Grove town, Arkansas",X
"Oak Grove Heights town, Arkansas",352
"Oden town, Arkansas",120
"Oil Trough town, Arkansas",106
"Ola city, Arkansas",300
"Oppelo city, Arkansas",273
"Osceola city, Arkansas",882
"Oxford city, Arkansas",201
"Ozark city, Arkansas",1133
"Ozark Acres CDP, Arkansas",269
"Palestine city, Arkansas",114
"Pangburn city, Arkansas",X
"Paragould city, Arkansas",10639
"Paris city, Arkansas",1202
"Parkin city, Arkansas",98
"Pea Ridge city, Arkansas",2911
"Perry town, Arkansas",X
"Perryville city, Arkansas",502
"Piggott city, Arkansas",1337
"Pine Bluff city, Arkansas",3242
"Piney CDP, Arkansas",1625
"Plainview city, Arkansas",234
"Pleasant Plains town, Arkansas",116
"Plumerville city, Arkansas",X
"Pocahontas city, Arkansas",2505
"Portia town, Arkansas",151
"Pottsville city, Arkansas",1298
"Poyen town, Arkansas",X
"Prairie Creek CDP, Arkansas",1158
"Prairie Grove city, Arkansas",2922
"Prescott city, Arkansas",452
"Quitman city, Arkansas",258
"Ravenden town, Arkansas",153
"Ravenden Springs town, Arkansas",106
"Rector city, Arkansas",719
"Redfield city, Arkansas",430
"Reyno city, Arkansas",202
"Rison city, Arkansas",173
"Rockport city, Arkansas",265
"Rockwell CDP, Arkansas",2071
"Rogers city, Arkansas",23948
"Roland CDP, Arkansas",X
"Rose Bud town, Arkansas",162
"Russellville city, Arkansas",9892
"Salado CDP, Arkansas",214
"Salem city, Arkansas",572
"Salem CDP, Arkansas",1206
"Salesville city, Arkansas",127
"Sardis CDP, Arkansas",286
"Searcy city, Arkansas",8176
"Sedgwick town, Arkansas",104
"Shannon Hills city, Arkansas",1111
"Sheridan city, Arkansas",2091
"Sherwood city, Arkansas",11278
"Siloam Springs city, Arkansas",5725
"Smackover city, Arkansas",416
"Southside city, Arkansas",1869
"Springdale city, Arkansas",20008
"Stamps city, Arkansas",X
"Star City city, Arkansas",630
"Stephens city, Arkansas",131
"Strawberry town, Arkansas",X
"Stuttgart city, Arkansas",2148
"Subiaco town, Arkansas",124
"Sulphur Rock town, Arkansas",X
"Sulphur Springs city, Arkansas",165
"Sulphur Springs CDP, Arkansas",329
"Summit city, Arkansas",159
"Swifton city, Arkansas",316
"Taylor city, Arkansas",171
"Texarkana city, Arkansas",7085
"Tillar city, Arkansas",X
"Tontitown city, Arkansas",2010
"Traskwood city, Arkansas",183
"Trumann city, Arkansas",2588
"Tuckerman city, Arkansas",X
"Tull town, Arkansas",118
"Tumbling Shoals CDP, Arkansas",366
"Tyronza city, Arkansas",X
"Urbana CDP, Arkansas",97
"Van Buren city, Arkansas",7783
"Vilonia city, Arkansas",1874
"Waldo city, Arkansas",X
"Waldron city, Arkansas",1068
"Walnut Ridge city, Arkansas",2000
"Ward city, Arkansas",2483
"Warren city, Arkansas",637
"Weiner city, Arkansas",252
"West Crossett CDP, Arkansas",238
"West Fork city, Arkansas",1140
"West Memphis city, Arkansas",2879
"White Hall city, Arkansas",1711
"Wilson city, Arkansas",181
"Winslow city, Arkansas",X
"Wooster town, Arkansas",396
"Wrightsville city, Arkansas",363
"Wynne city, Arkansas",2068
"Yarborough Landing CDP, Arkansas",X
"Yellville city, Arkansas",551
"Acalanes Ridge CDP, California",699
"Acton CDP, California",3181
"Adelanto city, California",2840
"Agoura Hills city, California",9148
"Agua Dulce CDP, California",1645
"Aguanga CDP, California",462
"Ahwahnee CDP, California",1296
"Airport CDP, California",181
"Alameda city, California",24988
"Alamo CDP, California",8613
"Albany city, California",6428
"Alhambra city, California",5983
"Alhambra Valley CDP, California",491
"Aliso Viejo city, California",19046
"Allendale CDP, California",813
"Alondra Park CDP, California",1189
"Alpine CDP, California",7011
"Alpine Village CDP, California",X
"Alta CDP, California",309
"Altadena CDP, California",14320
"Alta Sierra CDP (Nevada County), California",4361
"Alto CDP, California",469
"Alturas city, California",1057
"Alum Rock CDP, California",1094
"Amador Pines CDP, California",590
"American Canyon city, California",3203
"Amesti CDP, California",729
"Anaheim city, California",54155
"Anchor Bay CDP, California",273
"Anderson city, California",4454
"Angels city, California",1734
"Angwin CDP, California",836
"Antelope CDP, California",18603
"Antioch city, California",19175
"Anza CDP, California",825
"Apple Valley town, California",23332
"Aptos CDP, California",3754
"Aptos Hills-Larkin Valley CDP, California",1193
"Arbuckle CDP, California",525
"Arcadia city, California",7076
"Arcata city, California",8273
"Arden-Arcade CDP, California",33277
"Armona CDP, California",569
"Arnold CDP, California",1880
"Aromas CDP, California",1091
"Arroyo Grande city, California",9378
"Artesia city, California",2187
"Artois CDP, California",X
"Arvin city, California",645
"Ashland CDP, California",1870
"Atascadero city, California",14922
"Atherton town, California",3400
"Atwater city, California",6446
"Auberry CDP, California",1482
"Auburn city, California",7693
"Auburn Lake Trails CDP, California",2093
"August CDP, California",621
"Avalon city, California",884
"Avenal city, California",372
"Avery CDP, California",353
"Avila Beach CDP, California",1012
"Avocado Heights CDP, California",704
"Azusa city, California",5614
"Bakersfield city, California",74041
"Bakersfield Country Club CDP, California",510
"Baldwin Park city, California",2458
"Ballard CDP, California",451
"Bangor CDP, California",275
"Banning city, California",7164
"Barstow city, California",4442
"Bass Lake CDP, California",297
"Bay Point CDP, California",2111
"Bayview CDP (Contra Costa County), California",357
"Bayview CDP (Humboldt County), California",1023
"Baywood Park CDP, California",630
"Beale AFB CDP, California",527
"Bear Valley CDP (Alpine County), California",113
"Bear Valley Springs CDP, California",3156
"Beaumont city, California",13713
"Beckwourth CDP, California",179
"Bell city, California",771
"Bella Vista CDP, California",1719
"Bell Canyon CDP, California",816
"Bellflower city, California",7570
"Bell Gardens city, California",795
"Belmont city, California",10007
"Belvedere city, California",1315
"Benbow CDP, California",160
"Bend CDP, California",352
"Benicia city, California",12825
"Ben Lomond CDP, California",3784
"Benton Park CDP, California",551
"Berkeley city, California",41947
"Bermuda Dunes CDP, California",2981
"Berry Creek CDP, California",726
"Bertsch-Oceanview CDP, California",871
"Bethel Island CDP, California",831
"Beverly Hills city, California",8958
"Big Bear City CDP, California",5602
"Big Bear Lake city, California",2147
"Big Creek CDP, California",122
"Biggs city, California",546
"Big Lagoon CDP, California",133
"Big Pine CDP, California",705
"Big River CDP, California",460
"Bishop city, California",1367
"Blackhawk CDP, California",4017
"Blacklake CDP, California",653
"Black Point-Green Point CDP, California",861
"Bloomfield CDP, California",155
"Bloomington CDP, California",1578
"Blue Lake city, California",590
"Blythe city, California",1978
"Bodega CDP, California",X
"Bodega Bay CDP, California",524
"Bodfish CDP, California",880
"Bolinas CDP, California",810
"Bonadelle Ranchos CDP, California",1999
"Bonita CDP, California",3315
"Bonny Doon CDP, California",1632
"Bonsall CDP, California",2022
"Boonville CDP, California",267
"Bootjack CDP, California",X
"Boron CDP, California",629
"Borrego Springs CDP, California",1095
"Bostonia CDP, California",4476
"Boulder Creek CDP, California",3019
"Boulevard CDP, California",X
"Boyes Hot Springs CDP, California",2177
"Bradbury city, California",231
"Brawley city, California",2410
"Brea city, California",14252
"Brentwood city, California",22940
"Bret Harte CDP, California",258
"Bridgeport CDP, California",230
"Brisbane city, California",1504
"Broadmoor CDP, California",838
"Brookdale CDP, California",1057
"Brooktrails CDP, California",1430
"Buckhorn CDP, California",1435
"Buellton city, California",2240
"Buena Park city, California",12058
"Buena Vista CDP, California",239
"Burbank city, California",47051
"Burbank CDP, California",1193
"Burlingame city, California",11606
"Burney CDP, California",1217
"Butte Creek Canyon CDP, California",402
"Butte Valley CDP, California",417
"Buttonwillow CDP, California",X
"Byron CDP, California",393
"Bystrom CDP, California",240
"Cabazon CDP, California",471
"Calabasas city, California",8683
"Calexico city, California",822
"California City city, California",3079
"California Pines CDP, California",X
"California Polytechnic State University CDP, California",744
"Calimesa city, California",4107
"Calipatria city, California",166
"Calistoga city, California",1782
"Callender CDP, California",564
"Calpella CDP, California",215
"Calpine CDP, California",108
"Camanche North Shore CDP, California",468
"Camanche Village CDP, California",457
"Camarillo city, California",27491
"Cambria CDP, California",3187
"Cambrian Park CDP, California",1497
"Cameron Park CDP, California",10612
"Camino CDP, California",1026
"Camino Tassajara CDP, California",919
"Campbell city, California",15604
"Campo CDP, California",1010
"Camp Pendleton Mainside CDP, California",937
"Camp Pendleton South CDP, California",3673
"Canby CDP, California",126
"Canyon Lake city, California",5980
"Capitola city, California",4824
"Carlsbad city, California",57591
"Carmel-by-the-Sea city, California",1827
"Carmel Valley Village CDP, California",2648
"Carmichael CDP, California",36000
"Carnelian Bay CDP, California",X
"Carpinteria city, California",4491
"Carrick CDP, California",X
"Carson city, California",4606
"Caruthers CDP, California",267
"Casa Conejo CDP, California",1377
"Casa de Oro-Mount Helix CDP, California",8466
"Casa Loma CDP, California",143
"Caspar CDP, California",290
"Castaic CDP, California",6707
"Castella CDP, California",X
"Castle Hill CDP, California",714
"Castro Valley CDP, California",19030
"Castroville CDP, California",281
"Cathedral City city, California",11055
"Catheys Valley CDP, California",406
"Cayucos CDP, California",1476
"Cazadero CDP, California",X
"Cedar Flat CDP, California",560
"Cedar Ridge CDP, California",667
"Cedarville CDP, California",208
"Centerville CDP (Fresno County), California",X
"Centerville CDP (Shasta County), California",1198
"Ceres city, California",6526
"Cerritos city, California",4592
"Chalfant CDP, California",296
"Challenge-Brownsville CDP, California",423
"Channel Islands Beach CDP, California",1481
"Charter Oak CDP, California",1752
"Cherryland CDP, California",1528
"Cherry Valley CDP, California",2637
"Chester CDP, California",1000
"Chico city, California",46301
"Chilcoot-Vinton CDP, California",189
"China Lake Acres CDP, California",725
"Chino city, California",13865
"Chino Hills city, California",14234
"Chowchilla city, California",3016
"Chula Vista city, California",34553
"Citrus CDP, California",1138
"Citrus Heights city, California",39174
"Claremont city, California",11801
"Clarksburg CDP, California",180
"Clay CDP, California",561
"Clayton city, California",5978
"Clear Creek CDP, California",115
"Clearlake city, California",4575
"Clearlake Oaks CDP, California",889
"Clearlake Riviera CDP, California",1609
"Cleone CDP, California",272
"Clipper Mills CDP, California",99
"Cloverdale city, California",3577
"Clovis city, California",43316
"Clyde CDP, California",302
"Coachella city, California",991
"Coalinga city, California",2061
"Coarsegold CDP, California",2091
"Cobb CDP, California",668
"Coffee Creek CDP, California",98
"Cohasset CDP, California",425
"Cold Springs CDP (El Dorado County), California",X
"Coleville CDP, California",171
"Colfax city, California",922
"Collierville CDP, California",812
"Colma town, California",185
"Coloma CDP, California",X
"Colton city, California",4484
"Columbia CDP, California",1131
"Colusa city, California",1566
"Commerce city, California",466
"Compton city, California",867
"Concord city, California",39956
"Concow CDP, California",162
"Contra Costa Centre CDP, California",2248
"Copperopolis CDP, California",1718
"Corcoran city, California",1163
"Corning city, California",1761
"Corona city, California",34605
"Coronado city, California",9478
"Coronita CDP, California",564
"Corralitos CDP, California",1128
"Corte Madera town, California",5663
"Costa Mesa city, California",38704
"Cotati city, California",3644
"Coto de Caza CDP, California",7834
"Cottonwood CDP (Kern County), California",X
"Cottonwood CDP (Shasta County), California",2708
"Country Club CDP, California",2592
"Courtland CDP, California",116
"Covelo CDP, California",265
"Covina city, California",8382
"Crescent City city, California",1286
"Crest CDP, California",1305
"Crestline CDP, California",5037
"Crockett CDP, California",1471
"Cromberg CDP, California",131
"Crowley Lake CDP, California",468
"Cudahy city, California",485
"Culver City city, California",13164
"Cupertino city, California",9298
"Cutten CDP, California",1552
"Cypress city, California",12300
"Daly City city, California",8302
"Dana Point city, California",16526
"Danville town, California",22496
"Davenport CDP, California",138
"Davis city, California",26025
"Day Valley CDP, California",1931
"Deer Park CDP, California",650
"Del Aire CDP, California",2247
"Delano city, California",1049
"Del Dios CDP, California",228
"Delhi CDP, California",1025
"Delleker CDP, California",276
"Del Mar city, California",2389
"Del Monte Forest CDP, California",2455
"Del Rey Oaks city, California",814
"Del Rio CDP, California",545
"Denair CDP, California",2011
"Descanso CDP, California",761
"Desert Center CDP, California",X
"Desert Edge CDP, California",1395
"Desert Hot Springs city, California",5468
"Desert Palms CDP, California",4203
"Desert Shores CDP, California",109
"Desert View Highlands CDP, California",438
"Diablo CDP, California",752
"Diablo Grande CDP, California",393
"Diamond Bar city, California",5888
"Diamond Springs CDP, California",5822
"Dillon Beach CDP, California",X
